appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
7168,Endless Jade Sea -Midori no Umi-,2019-01-23,1,Cabbit,SakuraGame,windows,0,Single-player,Adventure;Indie;RPG,Sexual Content;Nudity;Indie,0,92,16,0,0,0-20000,1.69
7169,Endless Labyrinth,2016-08-08,1,Mike Prosser,Mike Prosser,windows,0,Single-player,Casual,Casual;VR,0,8,3,0,0,0-20000,0.79
7170,Endless Legend™,2014-09-18,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,RPG;Strategy,Strategy;Turn-Based;4X,139,10015,2107,1045,727,1000000-2000000,22.99
7171,Endless Maneuver,2019-03-13,1,GGaming,GGaming,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Indie;Simulation;Adventure,100,3,3,0,0,0-20000,0.79
7172,Endless Night - Alpha,2016-12-05,1,Yerawizard LLC,Yerawizard LLC,windows,0,Single-player,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,36,5,0,0,0-20000,0.0
7173,Endless Road,2018-09-10,1,掌烛文化,掌烛文化,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;RPG;Strategy,46,223,81,0,0,20000-50000,7.99
7174,Endless Room,2016-09-30,1,biplekfp,biplekfp ,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,0,26,26,251,281,100000-200000,1.59
7175,Endless Sky,2015-10-30,1,Michael Zahniser,Michael Zahniser,windows;mac;linux,0,Single-player,Action;Adventure;Free to Play;RPG;Simulation,Space;Free to Play;Open World,0,3420,366,33,50,500000-1000000,0.0
7176,Endless Space® - Collection,2012-07-04,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;4X;Space,93,5708,1417,1102,352,1000000-2000000,0.0
7177,Endless Space® 2,2017-05-18,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Space;Sci-fi,106,8161,1986,1278,1588,500000-1000000,34.99
7178,Endless Treasure Hunt,2017-10-16,1,Lunarhellgames,Lunarhellgames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,167,5,2,0,0,0-20000,0.79
7179,Endless Wave,2017-11-08,1,Snowdrop Lab,Snowdrop Lab,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;Shoot 'Em Up,0,4,0,0,0,0-20000,0.79
7180,Endless Winter,2017-06-01,1,DarkSun Studio,DarkSun Studio;Gamera Game,windows,0,Single-player;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats,Adventure;Casual;Indie;Racing,Adventure;Indie;Casual,54,29,0,0,0,0-20000,5.79
7181,EndlessHell,2019-04-17,1,Virtual Journey Studio,Virtual Journey Studio,windows,0,Single-player,Action;Indie;RPG,Action;RPG;Indie,13,6,6,0,0,0-20000,1.5
7182,Endlessness,2018-01-23,1,FurGoldGames,FurGoldGames,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Racing;Simulation,Indie;Racing;Simulation,22,8,3,0,0,0-20000,0.79
7183,Endurance,2018-01-16,1,Gestmorph Games,Gestmorph Games,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG;Strategy,Adventure;Strategy;Indie,0,2,1,0,0,0-20000,1.69
7184,Endzeit,2019-04-03,1,RockyDev,RockyDev,windows,0,Single-player;Multi-player;Co-op;Full controller support;Stats,Action;Early Access,Early Access;Action;Violent,0,0,1,88,88,0-20000,7.19
7185,Enemist,2018-11-08,1,MadeWave Studios,Firehawk Studios,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,2,11,0,0,0-20000,0.79
7186,Enemy,2015-03-17,1,Tom Johnson,Tom Johnson,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Includes level editor,Indie;RPG;Strategy,Strategy;RPG;Indie,20,112,20,0,0,0-20000,10.99
7187,Enemy Front,2014-06-10,1,CI Games,CI Games,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action,Action;FPS;World War II,45,2213,1307,116,122,200000-500000,15.99
7188,Enemy Mind,2014-06-06,1,Schell Games,Schell Games,windows,0,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,34,641,102,188,192,200000-500000,6.99
7189,Energia,2017-02-27,1,Mark Sowders,Mark Sowders,windows,0,Single-player,Action;Casual;Indie;Strategy,Casual;Action;Indie,10,7,1,0,0,0-20000,1.59
7190,Energy Balance,2015-07-02,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,9,166,67,253,282,200000-500000,1.99
7191,Energy Cycle,2016-01-13,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,9,167,52,216,223,200000-500000,1.99
7192,Energy Hook,2016-07-05,1,Happion Labs,Happion Labs,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Sports,Indie;Sports;Action,37,38,12,0,0,0-20000,7.19
7193,Energy Invasion,2018-01-10,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Casual;Indie,Casual;Indie,18,6,1,264,284,0-20000,2.09
7194,Energy nodes,2018-09-21,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Indie;Simulation;Strategy,Indie;Strategy;Simulation,0,2,9,0,0,0-20000,0.79
7195,Enforcer: Police Crime Action,2014-10-24,1,Odin Game Studio,Excalibur Publishing,windows;mac,18,Single-player;Steam Trading Cards,Action;Adventure;Simulation,Simulation;Action;Open World,0,1028,1119,150,150,100000-200000,14.99
7196,ENGAGE,2018-12-18,1,Immersive VR Education Ltd.,Immersive VR Education Ltd.,windows,0,Full controller support;VR Support,Education;Software Training;Utilities,Utilities;Education;Software Training,0,33,8,0,0,50000-100000,0.0
7197,Engare,2017-10-23,1,Mahdi Bahrami,Mahdi Bahrami,windows;mac,0,Single-player,Indie,Indie;Puzzle,0,244,10,0,0,20000-50000,5.19
7198,England Exchange,2017-05-05,1,Hanabira,Hanako Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Sexual Content;Casual;Indie,Sexual Content;Nudity;Visual Novel,16,44,19,0,0,0-20000,10.99
7199,English Country Tune,2012-08-09,1,increpare games,increpare games,windows;mac;linux,0,Single-player;Steam Cloud,Indie;Casual,Puzzle;Indie;Casual,0,278,61,3,3,200000-500000,3.99
7200,Engram,2019-01-04,1,Fugalengram,Fugalengram,windows,0,Single-player;Steam Cloud,Casual;Indie,Indie;Casual,0,1,0,0,0,0-20000,11.39
7201,EnHanced,2018-11-08,1,Erik 'The' Bell,Erik 'The' Bell,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,91,4,0,0,0,0-20000,3.99
7202,ENIGMA : An Illusion Named Family,2015-03-19,1,AV media lab,AV media lab,windows,0,Single-player;Partial Controller Support,Adventure;Indie;RPG,Indie;Adventure;RPG,0,23,1,0,0,0-20000,3.99
7203,Enigma Sphere :Enhanced Edition,2017-03-30,1,Yomuneco Inc.,Yomuneco Inc.,windows,0,Single-player;Online Co-op;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,31,2,4,0,0,0-20000,13.59
7204,ENIGMA:,2016-11-15,1,Uzumeya,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Visual Novel,22,55,1,0,0,0-20000,10.99
7205,Enigmatis 2: The Mists of Ravenwood,2014-06-05,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,36,872,22,0,0,100000-200000,6.99
7206,Enigmatis 3: The Shadow of Karkhala,2016-08-11,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,34,407,33,0,0,50000-100000,6.99
7207,Enigmatis: The Ghosts of Maple Creek,2014-10-16,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Point & Click,11,690,134,0,0,50000-100000,6.99
7208,ENKI,2015-07-31,1,Storm in a Teacup,Storm in a Teacup,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie,Indie;Adventure;Puzzle,15,89,51,0,0,20000-50000,3.99
7209,Enlightenment,2018-07-24,1,LizardKing,LizardKing,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Top-Down,31,295,109,0,0,0-20000,8.99
7210,Enlysia,2017-09-22,1,Teveru,Teveru,windows,0,Single-player;Multi-player;Steam Achievements,Action;Indie;Early Access,Early Access;Action;Indie,5,4,7,0,0,0-20000,3.99
7211,Enoch: Underground,2018-03-22,1,Unwhale Studio,Unwhale Studio,windows,0,Single-player,Action;Indie;RPG,Action;Indie;RPG,20,22,15,0,0,0-20000,7.19
7212,Enola,2014-09-18,1,The Domaginarium,Black Shell Media,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Female Protagonist,0,86,40,0,0,20000-50000,11.39
7213,Ensign-1,2018-04-23,1,Only Human Studios,Only Human Studios,windows,0,Single-player;Partial Controller Support;Includes level editor,Action;Indie;Simulation,Action;Indie;Simulation,0,6,12,0,0,0-20000,1.59
7214,ENSLAVED™: Odyssey to the West™ Premium Edition,2013-10-24,1,Ninja Theory,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Adventure;Action;Post-apocalyptic,58,3677,650,185,262,200000-500000,14.99
7215,Entangle,2017-02-17,1,Blake Garner,Blake Garner,windows,0,Single-player;Steam Achievements,Casual;Indie,Puzzle;Casual;Minimalist,5,38,3,0,0,0-20000,4.99
7216,Entangled,2018-09-12,1,MentaLoop Games,MentaLoop Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,6,4,0,0,0,0-20000,4.79
7217,Entanglement,2017-10-17,1,Gopherwood Studios LLC,Gopherwood Studios LLC,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,Casual,Casual;Puzzle;Strategy,0,14,0,0,0,0-20000,3.99
7218,Enter Synapse,2019-03-21,1,Wloop777,Zotdinex,windows,0,Single-player;Steam Achievements,Indie,Indie,13,1,1,0,0,0-20000,1.69
7219,Enter the Gungeon,2016-04-05,1,Dodge Roll,Devolver Digital,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Bullet Hell;Pixel Graphics;Rogue-like,54,24947,1573,1625,1060,1000000-2000000,10.99
7220,Enter The Moon,2018-09-08,1,Paul Sobkowiak,LPS-Interactive,windows,0,Single-player;Partial Controller Support,Action;Simulation,Action;Simulation,0,3,1,0,0,0-20000,11.79
7221,Entertainment Hero,2018-01-16,1,Windzen,Windzen,windows,0,Single-player;Partial Controller Support,Action,Action;Platformer,0,1,1,0,0,0-20000,1.69
7222,EnterVR,2017-02-13,1,KeyboardMeow,Charming Game,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Strategy,Action;Adventure;Indie,37,1,3,0,0,0-20000,6.99
7223,Entre-Deux: Cursed,2018-09-12,1,Mia Blais-Côté,Mia Blais-Côté,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Adventure,22,12,1,0,0,0-20000,1.7
7224,Entropic Shop VR,2018-01-24,1,Big Horn Studio,Big Horn Studio,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,12,5,0,0,0,0-20000,3.99
7225,Entropy 2120,2018-05-18,1,Filippo Donelli,Filippo donelli,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Action;Indie;Violent,18,1,1,0,0,0-20000,9.29
7226,Entropy Rising,2015-11-20,1,Autotivity Entertainment,Autotivity Entertainment,windows,0,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie,Indie;Action;Puzzle,25,32,12,0,0,0-20000,0.79
7227,Entwined: Strings of Deception,2017-06-22,1,Urchin Games,Impossible Mystery Games,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0,12,4,0,0,0-20000,4.79
7228,Entwined: The Perfect Murder,2018-11-12,1,Urchin Games,Impossible Mystery Games,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0,3,0,0,0,0-20000,4.79
7229,Environmental Station Alpha,2015-04-22,1,Arvi Teikari;Roope Mäkinen,Hempuli Oy,windows;mac,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Metroidvania;Pixel Graphics;Indie,0,518,53,239,239,20000-50000,5.59
7230,Envoy,2016-03-17,1,Riviysky,Riviysky,windows,0,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Action;Indie;Casual,0,79,19,243,276,50000-100000,3.99
7231,Envoy 2,2016-06-16,1,Riviysky,Riviysky,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;Simulation,Indie;Adventure;Simulation,0,60,78,292,303,20000-50000,0.79
7232,Envoy of Nezphere,2018-07-17,1,Kailang Fu,Nezphere,windows,0,Single-player,Action;Free to Play;Indie,Free to Play;Action;Indie,0,9,10,0,0,20000-50000,0.0
7233,Envy the Dead,2016-09-12,1,Kazakov Oleg,Kazakov Oleg,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Simulation;Strategy,RPG;Strategy;Simulation,21,134,60,215,227,50000-100000,0.79
7234,ENYO Arcade,2015-11-09,1,James Mearman,www.dev-zoo.net,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Free to Play;Indie,Indie;Action;Casual,14,46,17,0,0,0-20000,0.0
7235,Eon Altar,2016-06-22,1,Flying Helmet Games,Flying Helmet Games,windows;mac,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Adventure;Action,41,550,72,352,352,100000-200000,3.99
7236,Eon Fleet,2018-04-19,1,OnBlind,OnBlind,windows;mac;linux,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Indie,0,5,3,0,0,0-20000,0.79
7237,EONIA,2018-05-24,1,GEOMETRIC BYTES,GEOMETRIC BYTES,windows,0,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Adventure,0,20,1,0,0,0-20000,11.39
7238,EPHEMERAL -FANTASY ON DARK-,2018-09-11,1,dramatic create,dramatic create,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure,Adventure;Otome;Visual Novel,22,10,6,0,0,0-20000,30.99
7239,Ephemerid: A Musical Adventure,2015-02-03,1,SuperChop Games,SuperChop Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Rhythm,11,181,15,0,0,0-20000,1.59
7240,Epic Adventures: La Jangada,2019-01-20,1,Urchin Games,HH-Games,windows,0,Single-player,Casual,Casual;Indie;Hidden Object,0,4,1,0,0,0-20000,2.89
7241,Epic Arena,2015-05-05,1,Shadow Masters,Shadow Masters,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,45,195,98,14,14,100000-200000,0.0
7242,Epic Battle Fantasy 3,2016-09-01,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements,Adventure;Free to Play;Indie;RPG,RPG;Free to Play;Adventure,60,824,38,1,1,100000-200000,0.0
7243,Epic Battle Fantasy 4,2014-02-25,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG,RPG;Turn-Based;Adventure,104,2180,80,384,384,200000-500000,8.99
7244,Epic Battle Fantasy 5,2018-11-30,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG;Strategy,RPG;Adventure;Strategy,102,1073,19,0,0,50000-100000,11.49
7245,Epic Battle Simulator 2,2017-11-02,1,Rappid Studios,Rappid Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Violent;Action;Adventure;Indie;Simulation;Strategy,Strategy;Indie;Simulation,0,13,7,0,0,0-20000,3.99
7246,Epic Car Factory,2018-04-09,1,Epic Devs LLC,Assemble Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Simulation,Simulation;Strategy;Economy,27,29,26,0,0,0-20000,11.39
7247,Epic Cards Battle 2 (TCG),2018-09-07,1,momoStorm Entertainment,momoStorm Entertainment,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Strategy,Free to Play;Strategy;Adventure,0,53,33,0,0,20000-50000,0.0
7248,Epic Cards Battle(TCG),2015-07-09,1,momoStorm Entertainment,momoStorm Entertainment,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Casual;Free to Play;Strategy,Free to Play;Nudity;Anime,50,359,349,141,141,100000-200000,0.0
7249,ePic Character Generator,2015-11-05,1,Overhead Games,Overhead Games,windows,0,Steam Trading Cards;Steam Workshop,Animation & Modeling;Design & Illustration;Photo Editing;Utilities;Web Publishing;Game Development,Design & Illustration;Photo Editing;Utilities,0,77,89,0,0,100000-200000,0.0
7250,Epic Clicker Journey,2016-04-21,1,Cleversan Software,Cleversan Software,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Adventure;Casual;Free to Play;Indie,Free to Play;Clicker;Casual,40,438,212,31,49,100000-200000,0.0
7251,Epic drag puZOOls,2018-05-24,1,Nekyau Games,Nekyau,windows,0,Single-player,Casual;Indie,Indie;Casual,0,20,15,1,1,0-20000,0.79
7252,Epic Dumpster Bear: Dumpster Fire Redux,2018-04-03,1,Log Games Ltd,Log Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie,24,17,0,0,0,0-20000,3.99
7253,Epic Flail,2016-11-01,1,Noxus Limited,Noxus Limited,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Action;Indie;Casual,11,9,1,0,0,0-20000,2.79
7254,Epic Food Fight,2019-02-07,1,ZUGALU ENTERTAINMENT,ZUGALU ENTERTAINMENT,windows,0,Single-player,Action;Casual;Indie,Casual;Action;Indie,0,6,0,0,0,0-20000,5.79
7255,Epic Game Theory,2018-10-03,1,Onix Fox,Onix Fox,windows,0,Single-player,RPG,RPG;RPGMaker,0,1,4,0,0,0-20000,0.0
7256,Epic Helicopter,2018-07-04,1,Agustin Eisman Moreno,Agustin Eisman Moreno,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,0.79
7257,Epic Little War Game,2017-05-31,1,Rubicon Development,Rubicon Development,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Turn-Based,15,18,8,0,0,0-20000,3.99
7258,Epic Loon,2018-07-12,1,Macrales Studio,Ukuza,windows,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Local Multiplayer;Aliens,10,28,3,0,0,0-20000,7.19
7259,Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,1,ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.,windows;mac,0,Single-player,Adventure;Indie;RPG;Simulation;Strategy,Strategy;RPG;Indie,0,140,57,0,0,20000-50000,13.59
7260,Epic Mayhem,2017-04-19,1,NedoStudio,NedoStudio,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards,Action;Casual;Indie;Racing;Sports,Racing;Action;Indie,0,2,0,0,0,20000-50000,0.79
